"タイトル","説明","品物番号","定価",
"天井埋込型　LED（昼白色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　水銀灯100形1灯器具相当　LED 250形","LED（昼白色）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.9 kg<br>器具光束：1980 lm　<br>電圧：100～242 V　<br>消費電力：19.7 W　<br>消費効率：100.5 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>制御方式：無線通信920MHz帯（WiLIA）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【専用コントローラ（別売）】設定操作用タブレットEx NQ51181U<br>【専用コントローラ（別売）】マルチマネージャーEx NQ51101Z<br>【専用コントローラ（別売）】LS／無線信号変換インターフェースNK51113<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>調光範囲（約5％～100％）<br>入力電流（100V時）：0.199 A<br>入力電流（200V時）：0.101 A<br>入力電流（242V時）：0.086 A<br>注）WiLIA無線調光専用コントローラと組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは185mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2507SAK RY9","43800",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　埋込穴φ75　コンパクト形蛍光灯FHT32形1灯器具相当　LED 150形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1165 lm　<br>電圧：100～242 V　<br>消費電力：11.6 W　<br>消費効率：100.4 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（ホワイトつや消し仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>入力電流（100V時）：0.124 A<br>入力電流（200V時）：0.061 A<br>入力電流（242V時）：0.052 A<br>注）調光はできません。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND1506WFK LE9","28800",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　コンパクト形蛍光灯FHT32形1灯器具相当　LED 150形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1165 lm　<br>電圧：100～242 V　<br>消費電力：11.6 W　<br>消費効率：100.4 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（ホワイトつや消し仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFxNQ28861K<br>【適合調光器（別売）】ライトマネージャーFxNQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21526<br>【適合調光器（別売）】信号線式ライコンNQ21516<br>【適合調光器（別売）】信号線式ライコンNQ21506<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光器（別売）】ライトコントロール・信号線式（LED・インバータ蛍光灯用）NQ21535U<br>【適合調光器（別売）】ライトコントロール・信号線式（LED・インバータ蛍光灯用）NQ21532U<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>調光範囲（約1％～100％）<br>セパレートセルコン（A、AN、NTタイプ）との組み合わせ可能<br>入力電流（100V時）：0.124 A<br>入力電流（200V時）：0.061 A<br>入力電流（242V時）：0.052 A<br>注）調光する場合は適合調光器（別売）と組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND1506WFK LJ9","32500",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　埋込穴φ75　コンパクト形蛍光灯FHT42形1灯器具相当　LED 200形","LED（電球色）　<br>色温度：3000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1505 lm　<br>電圧：100～242 V　<br>消費電力：15 W　<br>消費効率：100.3 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>入力電流（100V時）：0.156 A<br>入力電流（200V時）：0.078 A<br>入力電流（242V時）：0.067 A<br>注）調光はできません。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2007SEK LE9","34900",
"天井埋込型　LED（電球色）　ダウンライト　ビーム角25度・中角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　コンパクト形蛍光灯FHT42形1灯器具相当　LED 200形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.9 kg<br>器具光束：1595 lm　<br>電圧：100～242 V　<br>消費電力：15.9 W　<br>消費効率：100.3 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>制御方式：無線通信920MHz帯（WiLIA）<br>天井埋込型、埋込穴φ75、ビーム角25度・中角タイプ・光源遮光角30度<br>Ra85<br>【専用コントローラ（別売）】設定操作用タブレットEx NQ51181U<br>【専用コントローラ（別売）】マルチマネージャーEx NQ51101Z<br>【専用コントローラ（別売）】LS／無線信号変換インターフェースNK51113<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>中角タイプ<br>●天井面取付専用<br>調光範囲（約5％～100％）<br>入力電流（100V時）：0.16 A<br>入力電流（200V時）：0.082 A<br>入力電流（242V時）：0.069 A<br>注）WiLIA無線調光専用コントローラと組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは185mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2005SYK RY9","38100",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　コンパクト形蛍光灯FHT42形1灯器具相当　LED 200形","LED（電球色）　<br>色温度：3000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1505 lm　<br>電圧：100～242 V　<br>消費電力：15 W　<br>消費効率：100.3 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFxNQ28861K<br>【適合調光器（別売）】ライトマネージャーFxNQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21526<br>【適合調光器（別売）】信号線式ライコンNQ21516<br>【適合調光器（別売）】信号線式ライコンNQ21506<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光器（別売）】ライトコントロール・信号線式（LED・インバータ蛍光灯用）NQ21535U<br>【適合調光器（別売）】ライトコントロール・信号線式（LED・インバータ蛍光灯用）NQ21532U<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>調光範囲（約1％～100％）<br>セパレートセルコン（A、AN、NTタイプ）との組み合わせ可能<br>入力電流（100V時）：0.156 A<br>入力電流（200V時）：0.078 A<br>入力電流（242V時）：0.067 A<br>注）調光する場合は適合調光器（別売）と組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2007SEK LJ9","38500",
"天井埋込型　LED（温白色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　埋込穴φ75　水銀灯100形1灯器具相当　LED 250形","LED（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1865 lm　<br>電圧：100～242 V　<br>消費電力：18.6 W　<br>消費効率：100.2 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ブラックつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>入力電流（100V時）：0.196 A<br>入力電流（200V時）：0.096 A<br>入力電流（242V時）：0.082 A<br>注）調光はできません。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2507BCK LE9","39700",
"天井埋込型　LED（昼白色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　水銀灯100形1灯器具相当　LED 250形","LED（昼白色）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.9 kg<br>器具光束：1975 lm　<br>電圧：100～242 V　<br>消費電力：19.7 W　<br>消費効率：100.2 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ブラックつや消し仕上）<br>制御方式：無線通信920MHz帯（WiLIA）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【専用コントローラ（別売）】設定操作用タブレットEx NQ51181U<br>【専用コントローラ（別売）】マルチマネージャーEx NQ51101Z<br>【専用コントローラ（別売）】LS／無線信号変換インターフェースNK51113<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>調光範囲（約5％～100％）<br>入力電流（100V時）：0.199 A<br>入力電流（200V時）：0.101 A<br>入力電流（242V時）：0.086 A<br>注）WiLIA無線調光専用コントローラと組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは185mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2506BAK RY9","43800",
"天井埋込型　LED（白色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　水銀灯100形1灯器具相当　LED 250形","LED（白色）　<br>色温度：4000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.9 kg<br>器具光束：1975 lm　<br>電圧：100～242 V　<br>消費電力：19.7 W　<br>消費効率：100.2 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（ホワイトつや消し仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>制御方式：無線通信920MHz帯（WiLIA）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【専用コントローラ（別売）】設定操作用タブレットEx NQ51181U<br>【専用コントローラ（別売）】マルチマネージャーEx NQ51101Z<br>【専用コントローラ（別売）】LS／無線信号変換インターフェースNK51113<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>調光範囲（約5％～100％）<br>入力電流（100V時）：0.199 A<br>入力電流（200V時）：0.101 A<br>入力電流（242V時）：0.086 A<br>注）WiLIA無線調光専用コントローラと組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは185mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2507WBK RY9","43800",
"天井埋込型　LED（温白色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　水銀灯100形1灯器具相当　LED 250形","LED（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1905 lm　<br>電圧：100～242 V　<br>消費電力：19 W　<br>消費効率：100.2 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（ホワイトつや消し仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>調光範囲（約1％～100％）<br>DALI‐2（国際標準規格の照明制御通信方式）対応<br>入力電流（100V時）：0.198 A<br>入力電流（200V時）：0.1 A<br>入力電流（242V時）：0.086 A<br>注）調光する場合は適合調光器（別売）と組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは150mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2507WCK DD9","49600",
"天井埋込型　LED（温白色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　水銀灯100形1灯器具相当　LED 250形","LED（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1865 lm　<br>電圧：100～242 V　<br>消費電力：18.6 W　<br>消費効率：100.2 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ブラックつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFxNQ28861K<br>【適合調光器（別売）】ライトマネージャーFxNQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21526<br>【適合調光器（別売）】信号線式ライコンNQ21516<br>【適合調光器（別売）】信号線式ライコンNQ21506<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光器（別売）】ライトコントロール・信号線式（LED・インバータ蛍光灯用）NQ21535U<br>【適合調光器（別売）】ライトコントロール・信号線式（LED・インバータ蛍光灯用）NQ21532U<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>調光範囲（約1％～100％）<br>セパレートセルコン（A、AN、NTタイプ）との組み合わせ可能<br>入力電流（100V時）：0.196 A<br>入力電流（200V時）：0.096 A<br>入力電流（242V時）：0.082 A<br>注）調光する場合は適合調光器（別売）と組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2507BCK LJ9","43300",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　埋込穴φ75　白熱電球60形1灯器具相当　LED 60形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：420 lm　<br>電圧：100～242 V　<br>消費電力：4.2 W　<br>消費効率：100 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（ホワイトつや消し仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>入力電流（100V時）：0.044 A<br>入力電流（200V時）：0.025 A<br>入力電流（242V時）：0.024 A<br>注）調光はできません。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND0606WFK LE9","18300",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角80度・拡散タイプ・光源遮光角30度　埋込穴φ75　白熱電球60形1灯器具相当　LED 60形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：420 lm　<br>電圧：100～242 V　<br>消費電力：4.2 W　<br>消費効率：100 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ブラックつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角80度・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>入力電流（100V時）：0.044 A<br>入力電流（200V時）：0.025 A<br>入力電流（242V時）：0.024 A<br>注）調光はできません。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND0607BFK LE9","18300",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　埋込穴φ75　コンパクト形蛍光灯FHT42形1灯器具相当　LED 200形","LED（電球色）　<br>色温度：3000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1500 lm　<br>電圧：100～242 V　<br>消費電力：15 W　<br>消費効率：100 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ブラックつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>入力電流（100V時）：0.156 A<br>入力電流（200V時）：0.078 A<br>入力電流（242V時）：0.067 A<br>注）調光はできません。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2006BEK LE9","34900",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　埋込穴φ75　コンパクト形蛍光灯FHT42形1灯器具相当　LED 200形","LED（電球色）　<br>色温度：3000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：1500 lm　<br>電圧：100～242 V　<br>消費電力：15 W　<br>消費効率：100 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（ホワイトつや消し仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>入力電流（100V時）：0.156 A<br>入力電流（200V時）：0.078 A<br>入力電流（242V時）：0.067 A<br>注）調光はできません。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは130mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND2006WEK LE9","34900",
"天井埋込型　LED（白色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　コンパクト形蛍光灯FDL27形1灯器具相当　LED 100形","LED（白色）　<br>色温度：4000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.9 kg<br>器具光束：810 lm　<br>電圧：100～242 V　<br>消費電力：8.1 W　<br>消費効率：100 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ブラックつや消し仕上）<br>制御方式：無線通信920MHz帯（WiLIA）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【専用コントローラ（別売）】設定操作用タブレットEx NQ51181U<br>【専用コントローラ（別売）】マルチマネージャーEx NQ51101Z<br>【専用コントローラ（別売）】LS／無線信号変換インターフェースNK51113<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>調光範囲（約5％～100％）<br>入力電流（100V時）：0.081 A<br>入力電流（200V時）：0.044 A<br>入力電流（242V時）：0.039 A<br>注）WiLIA無線調光専用コントローラと組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは185mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND1006BBK RY9","27300",
"天井埋込型　LED（電球色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　コンパクト形蛍光灯FDL27形1灯器具相当　LED 100形","LED（電球色）　<br>色温度：3000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.7 kg<br>器具光束：760 lm　<br>電圧：100～242 V　<br>消費電力：7.6 W　<br>消費効率：100 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（銀色鏡面仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>調光範囲（約1％～100％）<br>DALI‐2（国際標準規格の照明制御通信方式）対応<br>入力電流（100V時）：0.078 A<br>入力電流（200V時）：0.041 A<br>入力電流（242V時）：0.035 A<br>注）調光する場合は適合調光器（別売）と組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは150mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND1006SEK DD9","31600",
"天井埋込型　LED（昼白色）　ダウンライト　高演色・ビーム角45度・広角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ75　コンパクト形蛍光灯FDL27形1灯器具相当　LED 100形","LED（昼白色）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ75 mm　<br>埋込高：112 mm<br>質量：0.9 kg<br>器具光束：810 lm　<br>電圧：100～242 V　<br>消費電力：8.1 W　<br>消費効率：100 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミダイカスト（ホワイトつや消し仕上）<br>【枠】アルミダイカスト（ホワイトつや消し仕上）<br>制御方式：無線通信920MHz帯（WiLIA）<br>天井埋込型、埋込穴φ75、高演色・ビーム角45度・広角タイプ・光源遮光角30度<br>Ra95<br>【専用コントローラ（別売）】設定操作用タブレットEx NQ51181U<br>【専用コントローラ（別売）】マルチマネージャーEx NQ51101Z<br>【専用コントローラ（別売）】LS／無線信号変換インターフェースNK51113<br>【適合リニューアルプレート（別売）】埋込穴φ100用NNN28023K<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>調光範囲（約5％～100％）<br>入力電流（100V時）：0.081 A<br>入力電流（200V時）：0.044 A<br>入力電流（242V時）：0.039 A<br>注）WiLIA無線調光専用コントローラと組み合わせてご使用ください。<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）施工時、埋込高さは185mm以上必要となります。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","XND1006WAK RY9","27300",
